社名,問い合わせからの経過日数,接触回数,最終接触からの経過日数,資料請求,デモ版利用,セミナー参加,顧客の業種,顧客の従業員規模,商談フェーズ,提案金額,競合,導入予定時期,決裁者の関与度,企業規模（売上高）,契約成立
企業_9205_T1110SAQ,84,4,14,1,0,1,その他,101-500名,交渉,4200000,1,未定,普通,1億円～10億円,0
企業_9206_TVUYPZEY,52,6,88,1,1,0,金融,501名以上,交渉,2850000,0,1年以内,低い,10億円～100億円,0
企業_9207_P9S3QEGL,31,2,37,1,1,1,サービス,101-500名,クロージング,3760000,0,1年以内,普通,100億円以上,1
企業_9208_QTK4ZJ17,145,7,78,0,1,0,金融,11-50名,提案,1210000,1,未定,普通,10億円～100億円,0
企業_9209_G6V4GZCX,110,4,88,0,1,0,金融,11-50名,交渉,2520000,1,1年以内,低い,1億円未満,1
企業_9210_152VWGWM,93,4,70,1,1,1,製造業,51-100名,見積もり,4940000,0,3ヶ月以内,低い,100億円以上,0
企業_9211_6O5TP50G,164,4,89,0,1,1,サービス,501名以上,見積もり,3630000,0,半年以内,高い,10億円～100億円,1
企業_9212_LXM1J0PT,154,7,71,0,1,0,その他,501名以上,初期ヒアリング,150000,0,3ヶ月以内,高い,1億円～10億円,0
企業_9213_UFUHA6WT,53,1,81,0,0,0,サービス,11-50名,提案,4010000,1,1年以内,高い,10億円～100億円,0
企業_9214_G8KGYURT,145,1,20,1,0,0,製造業,101-500名,見積もり,2860000,1,半年以内,高い,10億円～100億円,1
企業_9215_SFH8RGR1,86,7,15,1,1,1,サービス,1-10名,提案,1120000,0,3ヶ月以内,普通,10億円～100億円,0
企業_9216_7P2O4IAR,153,8,66,1,1,0,サービス,501名以上,クロージング,4140000,1,3ヶ月以内,低い,1億円未満,1
企業_9217_33FZYOJ6,2,9,64,1,1,1,IT,51-100名,交渉,3100000,1,1年以内,低い,100億円以上,0
企業_9218_HX5QYYTZ,86,9,12,1,1,0,IT,501名以上,初期ヒアリング,790000,0,1年以内,低い,10億円～100億円,0
企業_9219_OANZPZHZ,133,1,63,1,0,0,サービス,1-10名,交渉,3700000,0,未定,低い,100億円以上,0
企業_9220_PLIUFLYZ,4,3,60,0,0,1,IT,101-500名,クロージング,4370000,0,3ヶ月以内,普通,100億円以上,1
企業_9221_0Y3MMG5O,164,7,31,1,1,0,サービス,11-50名,クロージング,1960000,1,半年以内,普通,100億円以上,1
企業_9222_PK0PYFFI,6,1,11,0,0,1,製造業,11-50名,提案,1670000,1,未定,低い,1億円未満,0
企業_9223_BGZXJHBJ,149,3,40,1,0,0,その他,51-100名,見積もり,1470000,0,半年以内,低い,100億円以上,0
企業_9224_JK3OWJ1B,118,9,65,1,1,1,製造業,1-10名,交渉,3400000,1,半年以内,普通,1億円～10億円,0
企業_9225_WH0E92I5,89,0,7,0,0,1,金融,51-100名,初期ヒアリング,2660000,1,未定,低い,1億円未満,0
企業_9226_NK4B9YGY,154,1,58,1,1,1,製造業,1-10名,見積もり,4030000,0,未定,低い,1億円～10億円,1
企業_9227_51D1VKWZ,167,6,24,0,1,0,サービス,51-100名,初期ヒアリング,4180000,0,1年以内,普通,1億円～10億円,1
企業_9228_6WN0IU9X,161,0,4,1,1,1,IT,101-500名,提案,4730000,1,半年以内,高い,1億円～10億円,1
企業_9229_BZV5TUWP,14,0,44,0,1,1,その他,101-500名,見積もり,920000,1,3ヶ月以内,高い,1億円～10億円,1
企業_9230_EEYIG2P7,56,1,1,1,0,0,IT,501名以上,初期ヒアリング,830000,1,1年以内,低い,10億円～100億円,1
企業_9231_EX1293BI,81,3,41,0,1,1,製造業,51-100名,提案,3760000,0,未定,低い,1億円未満,1
企業_9232_B9TXHTRM,149,6,37,1,1,1,サービス,101-500名,クロージング,230000,1,1年以内,高い,1億円未満,0
企業_9233_JK6BTS4O,46,3,2,0,0,0,その他,501名以上,見積もり,1400000,1,半年以内,普通,100億円以上,0
企業_9234_E1LSEWUK,144,4,45,1,1,0,小売,1-10名,交渉,2050000,1,1年以内,普通,100億円以上,1
企業_9235_IPNZ04Y0,16,3,21,1,0,1,金融,1-10名,交渉,1770000,0,1年以内,普通,1億円未満,1
企業_9236_J4I3DOYC,120,3,32,1,0,0,その他,1-10名,提案,4260000,1,未定,低い,1億円未満,1
企業_9237_KQXG7KAZ,84,8,31,1,1,0,サービス,11-50名,交渉,2210000,1,未定,低い,1億円～10億円,0
企業_9238_J6MAQRRQ,157,5,16,1,1,1,製造業,51-100名,見積もり,2160000,1,3ヶ月以内,高い,1億円～10億円,1
企業_9239_ES5IFWR4,8,2,81,1,0,0,小売,501名以上,クロージング,1440000,0,未定,高い,1億円未満,0
企業_9240_HANGM5MM,88,5,55,0,0,0,その他,11-50名,初期ヒアリング,1170000,0,半年以内,普通,100億円以上,1
企業_9241_T442LUKV,131,6,2,0,1,1,IT,51-100名,交渉,2680000,1,半年以内,普通,10億円～100億円,1
企業_9242_7RDCPDNT,19,6,69,0,1,0,製造業,51-100名,提案,1280000,1,1年以内,高い,1億円未満,1
企業_9243_A4PBW782,97,7,48,0,1,1,金融,51-100名,クロージング,2280000,0,半年以内,低い,100億円以上,1
企業_9244_ZIKQMGCJ,66,3,54,0,1,1,小売,51-100名,見積もり,1740000,1,半年以内,普通,1億円～10億円,0
企業_9245_PPX2YJET,79,0,76,0,1,0,小売,11-50名,クロージング,3580000,1,3ヶ月以内,低い,100億円以上,1
企業_9246_RQXKHGZH,86,5,30,1,1,1,製造業,501名以上,提案,1630000,0,半年以内,高い,100億円以上,1
企業_9247_HG2RW7ML,124,7,80,1,1,0,サービス,101-500名,交渉,3560000,0,1年以内,普通,1億円未満,1
企業_9248_1B1OXD5I,150,4,20,1,1,1,製造業,101-500名,クロージング,340000,1,1年以内,低い,10億円～100億円,0
企業_9249_A5DA8VM7,46,2,15,0,0,1,小売,501名以上,初期ヒアリング,4330000,0,未定,普通,1億円未満,0
企業_9250_T9IECFG4,113,3,16,1,0,0,IT,101-500名,交渉,520000,1,3ヶ月以内,高い,1億円未満,0
企業_9251_O1NLAI7Q,91,7,0,0,0,0,金融,11-50名,提案,1240000,0,未定,普通,1億円～10億円,0
企業_9252_8DQFPMGT,141,5,71,0,0,1,IT,11-50名,見積もり,3590000,0,未定,低い,1億円～10億円,0
企業_9253_S5ZRRIR1,33,4,64,0,1,1,小売,51-100名,クロージング,530000,1,1年以内,低い,1億円未満,1
企業_9254_PJ712SLB,133,8,65,1,1,1,IT,501名以上,見積もり,2210000,0,未定,低い,1億円未満,1
企業_9255_N1W1BMJB,77,9,36,1,1,0,サービス,51-100名,提案,4640000,0,未定,高い,10億円～100億円,1
企業_9256_1MW0AQ6C,155,2,23,0,0,0,製造業,11-50名,初期ヒアリング,2940000,1,未定,普通,10億円～100億円,0
企業_9257_8IM2G7XK,121,6,83,1,0,0,小売,11-50名,初期ヒアリング,2470000,1,3ヶ月以内,普通,1億円未満,0
企業_9258_WRJVRSM4,128,8,61,1,1,1,金融,11-50名,初期ヒアリング,2350000,1,未定,高い,100億円以上,0
企業_9259_B7MQZNMM,78,3,20,0,0,0,その他,501名以上,初期ヒアリング,2270000,1,半年以内,低い,100億円以上,0
企業_9260_2SNB3Z1P,152,9,36,1,1,0,金融,501名以上,提案,3560000,0,未定,高い,1億円～10億円,0
企業_9261_2EEZXWAY,67,9,34,1,1,0,サービス,51-100名,交渉,2550000,1,3ヶ月以内,普通,1億円未満,0
企業_9262_PKXWC735,115,2,37,0,0,1,その他,101-500名,クロージング,3220000,1,半年以内,普通,1億円～10億円,0
企業_9263_67283CYW,63,0,52,0,0,0,IT,11-50名,クロージング,3730000,0,1年以内,普通,1億円未満,0
企業_9264_O5GYY8MI,113,8,14,1,1,1,IT,11-50名,交渉,1460000,1,1年以内,低い,10億円～100億円,1
企業_9265_JYBVQGB5,94,0,41,1,0,0,金融,501名以上,クロージング,2870000,0,1年以内,高い,1億円～10億円,1
企業_9266_PAUK7A1T,48,1,3,1,1,0,小売,501名以上,見積もり,4690000,0,半年以内,高い,1億円未満,1
企業_9267_5CFDE3G5,12,8,38,0,1,0,IT,1-10名,初期ヒアリング,790000,0,3ヶ月以内,普通,1億円未満,1
企業_9268_PJBLTCQR,156,4,78,0,1,0,小売,51-100名,クロージング,150000,0,3ヶ月以内,普通,10億円～100億円,1
企業_9269_W8VFJTSZ,172,3,22,0,1,1,金融,101-500名,提案,1640000,1,1年以内,高い,1億円未満,0
企業_9270_GBK5NML9,171,8,14,1,0,1,小売,11-50名,初期ヒアリング,2650000,0,未定,普通,10億円～100億円,1
企業_9271_LIOINR9I,145,8,89,1,1,1,サービス,51-100名,見積もり,1310000,1,半年以内,普通,1億円～10億円,1
企業_9272_DS2RWV6Y,40,1,11,0,0,0,その他,1-10名,クロージング,1270000,1,半年以内,低い,100億円以上,1
企業_9273_ZB8OI9F6,177,2,81,0,1,1,金融,51-100名,見積もり,4760000,0,1年以内,高い,1億円～10億円,1
企業_9274_2HKV80SI,85,2,69,0,0,1,その他,11-50名,提案,3170000,0,3ヶ月以内,低い,1億円未満,1
企業_9275_UHJBS6K6,57,4,81,1,1,1,小売,501名以上,交渉,3350000,1,3ヶ月以内,高い,1億円未満,1
企業_9276_0818YVN0,87,2,53,1,1,1,製造業,51-100名,交渉,4420000,0,1年以内,低い,100億円以上,1
企業_9277_1YLOQBPO,84,9,87,1,0,0,サービス,101-500名,見積もり,2180000,0,未定,低い,100億円以上,0
企業_9278_Z3FRCS39,121,5,37,1,1,0,小売,11-50名,クロージング,3580000,1,半年以内,低い,10億円～100億円,1
企業_9279_ES1LEX0I,74,1,27,0,1,1,金融,51-100名,交渉,4160000,0,未定,高い,100億円以上,1
企業_9280_HMOBPEG4,107,5,78,1,1,1,小売,101-500名,交渉,900000,1,未定,低い,100億円以上,1
企業_9281_XYN9LEUG,124,5,18,1,1,0,製造業,11-50名,初期ヒアリング,4140000,0,未定,普通,1億円～10億円,1
企業_9282_BO0FUTZP,100,1,68,0,0,1,IT,501名以上,提案,3390000,0,半年以内,低い,1億円～10億円,0
企業_9283_FD3QXO2I,43,5,63,0,0,1,小売,11-50名,交渉,1160000,1,未定,低い,10億円～100億円,1
企業_9284_IS2UKG6M,119,5,3,0,1,1,その他,101-500名,見積もり,1450000,0,半年以内,高い,1億円未満,1
企業_9285_2VLQY259,23,5,80,1,1,0,金融,501名以上,交渉,4470000,1,未定,高い,1億円～10億円,1
企業_9286_4BNADM83,155,4,9,0,1,0,製造業,11-50名,提案,230000,0,1年以内,低い,100億円以上,1
企業_9287_KP93KI5M,37,6,11,1,0,0,IT,11-50名,初期ヒアリング,400000,1,1年以内,高い,10億円～100億円,0
企業_9288_LDIZ98XL,134,4,68,0,1,1,その他,51-100名,提案,1880000,0,未定,高い,1億円未満,0
企業_9289_85FDB4B7,65,0,6,1,0,1,小売,501名以上,交渉,4550000,1,未定,低い,1億円～10億円,1
企業_9290_DOOU2JK7,134,8,43,1,0,1,その他,501名以上,提案,4110000,1,3ヶ月以内,高い,10億円～100億円,1
企業_9291_ZNSGTGH1,178,2,22,0,0,1,IT,51-100名,見積もり,4400000,0,未定,普通,1億円未満,0
企業_9292_W3S8J380,22,1,1,0,0,0,小売,1-10名,見積もり,1030000,1,半年以内,普通,1億円未満,1
企業_9293_3PSIXPPH,105,9,36,1,1,0,小売,11-50名,見積もり,910000,1,半年以内,普通,1億円未満,0
企業_9294_OZB1UDUG,88,5,68,0,1,0,サービス,501名以上,提案,1890000,0,3ヶ月以内,普通,10億円～100億円,1
企業_9295_404YNDPW,153,7,19,1,0,0,その他,1-10名,クロージング,2580000,0,3ヶ月以内,低い,1億円～10億円,0
企業_9296_0JYI34OV,125,1,89,0,0,0,その他,501名以上,見積もり,4820000,1,3ヶ月以内,普通,1億円～10億円,1
企業_9297_4D92TE4K,79,3,43,1,1,1,IT,101-500名,交渉,2500000,1,3ヶ月以内,低い,1億円～10億円,1
企業_9298_UFLZ6Y9L,90,1,69,1,1,0,IT,51-100名,クロージング,1740000,1,3ヶ月以内,普通,10億円～100億円,1
企業_9299_JWLTMG0A,51,8,73,0,1,1,製造業,51-100名,クロージング,4820000,0,3ヶ月以内,高い,1億円～10億円,1
企業_9300_T22NE1D6,176,9,50,1,1,1,小売,1-10名,交渉,2950000,0,1年以内,高い,10億円～100億円,1
企業_9301_ZNAN12VO,102,1,79,1,0,1,小売,101-500名,提案,390000,1,半年以内,高い,10億円～100億円,0
企業_9302_0C182XHX,106,9,30,1,1,0,その他,501名以上,提案,3650000,0,未定,高い,10億円～100億円,1
企業_9303_OCWITEKY,60,1,40,1,0,0,サービス,51-100名,初期ヒアリング,4680000,1,未定,普通,1億円未満,0
企業_9304_M1AYWUK4,46,4,57,0,1,0,IT,101-500名,クロージング,3130000,0,3ヶ月以内,低い,100億円以上,1
企業_9305_2P8MFJ98,36,4,4,1,0,0,その他,501名以上,初期ヒアリング,1760000,0,未定,普通,100億円以上,0
企業_9306_INGHPP5E,166,6,32,1,1,1,製造業,51-100名,提案,2920000,1,半年以内,普通,1億円未満,1
企業_9307_6I2ZY1Y5,11,0,42,0,1,0,IT,1-10名,提案,4090000,0,1年以内,高い,10億円～100億円,1
企業_9308_I0EG7GXV,12,1,18,0,1,1,金融,501名以上,提案,4950000,0,3ヶ月以内,普通,1億円～10億円,1
企業_9309_WN8Q2JT1,170,5,31,1,1,1,製造業,51-100名,見積もり,4250000,0,1年以内,高い,1億円～10億円,1
企業_9310_2IY3BV3G,39,1,86,1,0,1,金融,101-500名,交渉,4220000,1,未定,普通,1億円～10億円,0
企業_9311_IW4KV72P,139,3,2,1,1,0,製造業,51-100名,交渉,4450000,0,1年以内,普通,1億円未満,0
企業_9312_XC61HBFY,36,9,0,0,1,1,サービス,51-100名,初期ヒアリング,2110000,1,1年以内,高い,100億円以上,1
企業_9313_A8B44RLQ,52,5,40,1,0,0,小売,11-50名,交渉,1030000,0,3ヶ月以内,高い,100億円以上,1
企業_9314_YD0J5MNR,31,6,47,1,0,0,IT,1-10名,初期ヒアリング,4680000,1,1年以内,高い,10億円～100億円,1
企業_9315_RLY12XYC,33,9,38,0,0,1,製造業,11-50名,交渉,240000,0,3ヶ月以内,低い,100億円以上,0
企業_9316_KDHG6ZYD,141,4,4,1,0,1,小売,51-100名,提案,3090000,0,未定,高い,1億円未満,1
企業_9317_7HWLXBGD,146,7,76,0,1,0,その他,501名以上,初期ヒアリング,4160000,0,未定,普通,1億円～10億円,1
企業_9318_D2GNFC04,169,5,10,1,1,0,小売,1-10名,交渉,570000,1,3ヶ月以内,普通,1億円～10億円,1
企業_9319_B5UXV60J,58,4,21,0,1,1,金融,501名以上,見積もり,1600000,0,3ヶ月以内,高い,10億円～100億円,0
企業_9320_54Q4VVG5,152,3,86,1,1,0,その他,501名以上,見積もり,1230000,1,3ヶ月以内,普通,10億円～100億円,0
企業_9321_HPVB3J41,128,5,63,1,0,0,サービス,1-10名,見積もり,4640000,1,3ヶ月以内,普通,1億円未満,1
企業_9322_Y2X6911H,31,5,11,0,1,0,サービス,1-10名,交渉,3900000,1,1年以内,低い,10億円～100億円,0
企業_9323_3MAAX4JZ,55,5,52,0,0,0,金融,101-500名,交渉,230000,0,1年以内,高い,1億円～10億円,1
企業_9324_MMB9EROT,10,0,54,1,1,1,その他,501名以上,交渉,4660000,0,未定,低い,1億円～10億円,1
企業_9325_P8RNN797,130,5,52,0,0,0,小売,101-500名,提案,3190000,0,半年以内,低い,1億円未満,0
企業_9326_V8OKQKAO,15,0,20,0,0,1,金融,11-50名,交渉,3570000,0,1年以内,低い,1億円未満,0
企業_9327_BTZFSV61,3,4,18,0,0,0,小売,1-10名,提案,4630000,1,半年以内,普通,100億円以上,1
企業_9328_ALW1Q5DL,43,6,68,1,0,0,その他,11-50名,交渉,1800000,1,半年以内,普通,1億円～10億円,0
企業_9329_6V63ML87,159,0,87,1,0,0,サービス,501名以上,提案,4380000,0,未定,普通,10億円～100億円,0
企業_9330_MJLB3F03,67,0,71,0,0,0,小売,51-100名,交渉,4150000,1,1年以内,高い,10億円～100億円,1
企業_9331_N87MYMR5,56,5,65,0,0,0,小売,501名以上,交渉,3890000,1,未定,高い,100億円以上,0
企業_9332_0QFS4EQC,63,6,58,0,0,1,サービス,11-50名,クロージング,700000,1,未定,高い,1億円未満,0
企業_9333_301UO58Q,15,5,48,1,1,0,金融,51-100名,見積もり,270000,0,1年以内,普通,10億円～100億円,0
企業_9334_18WKOWCQ,109,4,58,0,0,0,製造業,1-10名,初期ヒアリング,4370000,1,半年以内,高い,1億円未満,0
企業_9335_0B0THEQ4,116,5,22,0,1,0,小売,1-10名,クロージング,2390000,0,1年以内,低い,1億円～10億円,1
企業_9336_8BCQ3CUW,92,2,2,1,0,1,IT,51-100名,クロージング,950000,0,半年以内,普通,1億円未満,1
企業_9337_TUZQN7OM,138,8,55,0,1,0,IT,11-50名,クロージング,2100000,0,3ヶ月以内,低い,1億円未満,0
企業_9338_ACI4ILKO,166,4,57,1,1,1,金融,101-500名,クロージング,1550000,1,1年以内,普通,100億円以上,0
企業_9339_Z6U8AGCO,47,1,87,1,0,0,小売,51-100名,交渉,660000,1,3ヶ月以内,高い,1億円未満,0
企業_9340_O4EGXC7X,57,9,61,0,1,1,小売,1-10名,交渉,940000,0,未定,低い,100億円以上,0
企業_9341_M3I5WLIM,50,9,17,1,1,1,製造業,51-100名,見積もり,2800000,1,3ヶ月以内,高い,1億円未満,1
企業_9342_N8VZIBYW,71,6,60,1,1,1,その他,51-100名,交渉,2100000,0,未定,普通,100億円以上,1
企業_9343_HIEIJ1ZW,143,2,36,1,0,1,製造業,101-500名,見積もり,1150000,0,半年以内,低い,1億円未満,0
企業_9344_98US0QDF,146,0,53,1,0,0,IT,1-10名,クロージング,3230000,0,1年以内,高い,1億円～10億円,0
企業_9345_KT6E6UBS,82,2,77,0,0,1,IT,51-100名,見積もり,1390000,0,3ヶ月以内,普通,10億円～100億円,1
企業_9346_XNZJG2TD,116,8,64,1,0,0,その他,51-100名,見積もり,230000,1,半年以内,低い,1億円～10億円,0
企業_9347_82TQOLSH,105,4,13,0,1,1,IT,11-50名,提案,300000,0,半年以内,普通,10億円～100億円,1
企業_9348_Q6K93IMN,88,6,4,1,1,1,IT,1-10名,見積もり,4360000,0,1年以内,高い,100億円以上,1
企業_9349_9QPFJL7L,2,2,61,1,1,1,小売,11-50名,クロージング,540000,1,半年以内,低い,1億円～10億円,1
企業_9350_9VKZRMAO,104,3,0,0,1,1,その他,11-50名,見積もり,430000,1,半年以内,普通,1億円～10億円,0
企業_9351_PD3KTLA4,84,0,62,1,0,1,IT,51-100名,提案,3820000,1,1年以内,低い,10億円～100億円,1
企業_9352_C6MIBV40,43,2,66,0,0,0,製造業,501名以上,クロージング,800000,0,半年以内,普通,1億円～10億円,1
企業_9353_055YRAND,154,6,19,1,0,1,小売,11-50名,見積もり,2610000,0,未定,低い,1億円未満,1
企業_9354_90ATWAIY,71,3,42,1,0,0,サービス,101-500名,提案,3440000,0,未定,低い,10億円～100億円,1
企業_9355_QSYG8AEA,166,1,84,0,1,1,その他,101-500名,交渉,2400000,1,1年以内,普通,100億円以上,1
企業_9356_LJXXD7J4,94,4,41,1,1,1,金融,501名以上,交渉,210000,0,未定,普通,1億円未満,1
企業_9357_FZXWTBDW,42,4,68,1,1,1,製造業,1-10名,見積もり,1320000,1,未定,普通,1億円～10億円,1
企業_9358_XFOKZ8UC,133,1,73,0,0,1,金融,11-50名,初期ヒアリング,2720000,1,未定,普通,100億円以上,0
企業_9359_P0QBZKYX,139,5,87,1,1,0,サービス,101-500名,提案,780000,0,未定,高い,10億円～100億円,0
企業_9360_ADXG5PWP,65,9,38,1,1,1,サービス,101-500名,交渉,1200000,0,半年以内,普通,10億円～100億円,1
企業_9361_R0VYQC9U,34,3,61,1,1,0,IT,51-100名,交渉,3680000,1,1年以内,低い,1億円～10億円,0
企業_9362_UVG4H84X,120,0,47,1,1,0,IT,1-10名,交渉,2550000,1,半年以内,低い,10億円～100億円,0
企業_9363_68KAQQ2R,1,2,5,1,1,0,その他,1-10名,交渉,4800000,1,未定,低い,100億円以上,1
企業_9364_1C7S46NP,130,8,73,0,1,0,サービス,501名以上,クロージング,3820000,0,1年以内,低い,1億円未満,0
企業_9365_HRVDOPT8,148,9,41,0,0,0,小売,51-100名,交渉,4210000,1,未定,低い,100億円以上,1
企業_9366_XXNVUGUI,61,6,57,1,1,0,小売,11-50名,見積もり,1070000,1,1年以内,高い,1億円～10億円,1
企業_9367_DFJ5TP09,149,5,42,1,0,1,製造業,1-10名,初期ヒアリング,2900000,0,3ヶ月以内,普通,100億円以上,0
企業_9368_XQJ7BCND,88,0,9,1,0,0,金融,51-100名,見積もり,3310000,1,半年以内,低い,1億円～10億円,1
企業_9369_865T73S6,68,8,88,0,0,0,その他,1-10名,提案,3160000,0,3ヶ月以内,高い,1億円未満,0
企業_9370_UWXE4BPI,127,8,77,1,1,0,小売,1-10名,初期ヒアリング,2100000,1,3ヶ月以内,低い,10億円～100億円,1
企業_9371_BN920662,140,0,38,1,1,0,小売,51-100名,交渉,1710000,1,1年以内,高い,100億円以上,0
企業_9372_KPEN6DFG,22,5,12,1,0,0,サービス,11-50名,交渉,4390000,0,未定,高い,1億円未満,1
企業_9373_V05CADUY,148,6,74,1,1,0,金融,101-500名,交渉,4400000,0,3ヶ月以内,普通,1億円未満,1
企業_9374_IWPKQH6U,82,1,38,0,1,1,サービス,101-500名,見積もり,3850000,1,1年以内,低い,100億円以上,0
企業_9375_XAC8GSDF,129,9,10,1,1,1,金融,501名以上,初期ヒアリング,1690000,0,3ヶ月以内,高い,1億円～10億円,1
企業_9376_XSXIMDN3,30,7,15,1,0,0,サービス,501名以上,見積もり,3900000,0,未定,低い,1億円未満,0
企業_9377_HW9HIDUT,126,7,32,1,1,0,サービス,1-10名,クロージング,1490000,1,未定,高い,1億円～10億円,0
企業_9378_0UWJESJT,97,5,59,1,1,1,IT,501名以上,交渉,2620000,1,3ヶ月以内,高い,100億円以上,1
企業_9379_8FC33MOE,24,8,58,1,0,0,IT,501名以上,見積もり,3900000,1,半年以内,高い,1億円未満,0
